pairb.txt
Cost: 20690
   44.01266686517671 : 0.69
   41.81203352191788 : 0.67
   39.721431845821996 : 0.81
   37.73536025353091 : 0.7
   35.848592240854366 : 0.69
   34.056162628811656 : 0.72
   32.35335449737108 : 0.64
   30.735686772502532 : 0.66
   29.19890243387741 : 0.64
   27.738957312183544 : 0.6
   26.35200944657437 : 0.65
   25.034408974245657 : 0.6
   23.78268852553338 : 0.67
   22.593554099256714 : 0.6
   21.463876394293884 : 0.62
   20.390682574579195 : 0.55
   19.37114844585024 : 0.57
   18.40259102355773 : 0.47
   17.482461472379846 : 0.57
   16.608338398760857 : 0.48
   15.777921478822817 : 0.51
   14.989025404881678 : 0.44
   14.239574134637596 : 0.49
   13.52759542790572 : 0.51
   12.851215656510435 : 0.49
   12.208654873684916 : 0.44
   11.598222130000671 : 0.38
   11.01831102350064 : 0.34
   10.46739547232561 : 0.43
   9.94402569870933 : 0.39
   9.446824413773866 : 0.41
   8.974483193085174 : 0.4
   8.525759033430917 : 0.34
   8.099471081759374 : 0.29
   7.694497527671406 : 0.26
   7.309772651287838 : 0.34
   6.944284018723447 : 0.26
   6.597069817787276 : 0.26
   6.2672163268979135 : 0.22
   5.953855510553019 : 0.31
   5.65616273502537 : 0.2
   5.373354598274102 : 0.2
   5.104686868360398 : 0.2
   4.849452524942379 : 0.26
   4.60697989869526 : 0.22
   4.376630903760498 : 0.24
   4.157799358572474 : 0.2
   3.949909390643851 : 0.21
   3.752413921111659 : 0.2
   3.5647932250560768 : 0.18
   3.3865535638032735 : 0.19
   3.2172258856131104 : 0.15

Cost: 24902
   exitT : 0.3125
   beta : 0.9000000000000001
   runWith0 : True
   startT : 10.0
   n : 100
   10.0 : 0.73
   9.000000000000002 : 0.57
   8.100000000000003 : 0.52
   7.290000000000004 : 0.53
   6.561000000000004 : 0.45
   5.904900000000005 : 0.48
   5.314410000000005 : 0.5
   4.782969000000005 : 0.54
   4.304672100000005 : 0.36
   3.874204890000005 : 0.39
   3.486784401000005 : 0.34
   3.138105960900005 : 0.4
   2.8242953648100046 : 0.37
   2.5418658283290045 : 0.28
   2.2876792454961046 : 0.29
   2.0589113209464944 : 0.35
   1.8530201888518452 : 0.23
   1.667718169966661 : 0.24
   1.5009463529699951 : 0.24
   1.3508517176729957 : 0.23
   1.2157665459056963 : 0.29
   1.094189891315127 : 0.27
   0.9847709021836144 : 0.13
   0.8862938119652531 : 0.19
   0.797664430768728 : 0.24
   0.7178979876918553 : 0.22
   0.6461081889226699 : 0.24
   0.5814973700304029 : 0.26
   0.5233476330273626 : 0.17
   0.47101286972462647 : 0.22
   0.4239115827521639 : 0.21
   0.38152042447694756 : 0.1
   0.34336838202925285 : 0.14

