apex1.txt
Cost: 11476
   1.8530201888518452 : 0.18
   1.667718169966661 : 0.25
   1.5009463529699951 : 0.23
   1.3508517176729957 : 0.21
   1.2157665459056963 : 0.22
   1.094189891315127 : 0.25
   0.9847709021836144 : 0.14
   0.8862938119652531 : 0.17
   0.797664430768728 : 0.14
   0.7178979876918553 : 0.13
   0.6461081889226699 : 0.2
   0.5814973700304029 : 0.13
   0.5233476330273626 : 0.15
   0.47101286972462647 : 0.11
   0.4239115827521639 : 0.13
   0.38152042447694756 : 0.13
   0.34336838202925285 : 0.13

Cost: 13137
   exitT : 0.625
   beta : 0.9000000000000001
   runWith0 : True
   startT : 10.0
   n : 100
   10.0 : 0.76
   9.000000000000002 : 0.67
   8.100000000000003 : 0.52
   7.290000000000004 : 0.53
   6.561000000000004 : 0.51
   5.904900000000005 : 0.44
   5.314410000000005 : 0.47
   4.782969000000005 : 0.45
   4.304672100000005 : 0.36
   3.874204890000005 : 0.4
   3.486784401000005 : 0.24
   3.138105960900005 : 0.33
   2.8242953648100046 : 0.32
   2.5418658283290045 : 0.27
   2.2876792454961046 : 0.2
   2.0589113209464944 : 0.3
   1.8530201888518452 : 0.22
   1.667718169966661 : 0.22
   1.5009463529699951 : 0.27
   1.3508517176729957 : 0.2
   1.2157665459056963 : 0.09
   1.094189891315127 : 0.11
   0.9847709021836144 : 0.26
   0.8862938119652531 : 0.17
   0.797664430768728 : 0.18
   0.7178979876918553 : 0.12
   0.6461081889226699 : 0.13

