alu2.txt
Cost: 1449
   1.8530201888518452 : 0.14
   1.667718169966661 : 0.11
   1.5009463529699951 : 0.12
   1.3508517176729957 : 0.09
   1.2157665459056963 : 0.09
   1.094189891315127 : 0.15
   0.9847709021836144 : 0.11
   0.8862938119652531 : 0.13
   0.797664430768728 : 0.14
   0.7178979876918553 : 0.08
   0.6461081889226699 : 0.09
   0.5814973700304029 : 0.13
   0.5233476330273626 : 0.08
   0.47101286972462647 : 0.03
   0.4239115827521639 : 0.06
   0.38152042447694756 : 0.02
   0.34336838202925285 : 0.08

Cost: 1711
   exitT : 0.3125
   beta : 0.8500000000000001
   runWith0 : True
   startT : 10.0
   n : 100
   10.0 : 0.67
   8.5 : 0.68
   7.2250000000000005 : 0.53
   6.141250000000001 : 0.51
   5.220062500000002 : 0.43
   4.437053125000002 : 0.32
   3.771495156250002 : 0.34
   3.205770882812502 : 0.32
   2.724905250390627 : 0.18
   2.316169462832033 : 0.17
   1.9687440434072283 : 0.28
   1.6734324368961442 : 0.17
   1.4224175713617226 : 0.22
   1.2090549356574645 : 0.13
   1.0276966953088449 : 0.13
   0.8735421910125183 : 0.1
   0.7425108623606406 : 0.12
   0.6311342330065446 : 0.15
   0.5364640980555629 : 0.12
   0.45599448334722853 : 0.1
   0.3875953108451443 : 0.1
   0.32945601421837273 : 0.05

